Campaign,Ad Group,Title,Ad Text,Display URL,Destination URL,Mobile Final Url,Device Preference,Status
GENERIC: Address,GENERIC: Business Address: Get,Get Business Addresses,"Real US Street Addresses & PO Boxes Best Value! No Risk, Cancel Anytime",EarthClassMail.com/Get_Biz_Address,http://get.earthclassmail.com/generic/?service=business+mailing+address,http://get.earthclassmail.com/mobile-lead/?service=business+mailing+address,All,Active
